ScanningMode	2Theta/Theta
ScanningType	Continuos Scanning
X-Ray	40kV/40mA
DivSlit	2/3 deg.
DivH.L.Slit	10mm
SctSlit	2/3 deg.
RecSlit	0.3mm
Start	10
Stop	90
Step	0.02
Speed	2
Offset	0
78.6	5
78.62	16.6667
78.64	6.66667
78.66	10
78.68	5
78.7	11.6667
78.72	6.66667
78.74	8.33333
78.76	6.66667
78.78	6.66667
78.8	8.33333
78.82	3.33333
78.84	5
78.86	13.3333
78.88	3.33333
78.9	8.33333
78.92	10
78.94	3.33333
78.96	1.66667
78.98	6.66667
79	6.66667
79.02	3.33333
79.04	1.66667
79.06	5
79.08	10
79.1	5
79.12	8.33333
79.14	3.33333
79.16	1.66667
79.18	6.66667
79.2	13.3333
79.22	3.33333
79.24	6.66667
79.26	5
79.28	13.3333
79.3	6.66667
79.32	3.33333
79.34	5
79.36	6.66667
79.38	1.66667
79.4	15
79.42	10
79.44	3.33333
79.46	5
79.48	10
79.5	10
79.52	5
79.54	5
79.56	5
79.58	11.6667
79.6	8.33333
79.62	6.66667
79.64	10
79.66	5
79.68	8.33333
79.7	16.6667
79.72	8.33333
79.74	3.33333
79.76	3.33333
79.78	13.3333
79.8	8.33333
79.82	3.33333
79.84	5
79.86	11.6667
79.88	5
79.9	8.33333
79.92	6.66667
79.94	8.33333
79.96	5
79.98	3.33333
80	8.33333
80.02	8.33333
80.04	10
80.06	10
80.08	8.33333
80.1	8.33333
80.12	11.6667
80.14	13.3333
80.16	16.6667
80.18	8.33333
80.2	10
80.22	1.66667
80.24	6.66667
80.26	3.33333
80.28	3.33333
80.3	6.66667
80.32	1.66667
80.34	11.6667
80.36	1.66667
80.38	5
80.4	1.66667
80.42	8.33333
80.44	5
80.46	5
80.48	8.33333
80.5	11.6667
80.52	6.66667
80.54	6.66667
80.56	5
80.58	6.66667
80.6	10
80.62	10
80.64	10
80.66	6.66667
80.68	8.33333
80.7	16.6667
80.72	10
80.74	6.66667
80.76	5
80.78	8.33333
80.8	8.33333
80.82	8.33333
80.84	3.33333
80.86	16.6667
80.88	8.33333
80.9	8.33333
80.92	1.66667
80.94	8.33333
80.96	10
80.98	11.6667
81	20
81.02	10
81.04	6.66667
81.06	13.3333
81.08	8.33333
81.1	18.3333
81.12	6.66667
81.14	1.66667
81.16	16.6667
81.18	3.33333
81.2	18.3333
81.22	11.6667
81.24	8.33333
81.26	8.33333
81.28	10
81.3	8.33333
81.32	11.6667
81.34	10
81.36	20
81.38	10
81.4	15
81.42	16.6667
81.44	15
81.46	10
81.48	18.3333
81.5	6.66667
81.52	16.6667
81.54	21.6667
81.56	15
81.58	18.3333
81.6	8.33333
81.62	18.3333
81.64	21.6667
81.66	16.6667
81.68	16.6667
81.7	20
81.72	16.6667
81.74	5
81.76	11.6667
81.78	16.6667
81.8	13.3333
81.82	21.6667
81.84	11.6667
81.86	20
81.88	13.3333
81.9	10
81.92	18.3333
81.94	15
81.96	11.6667
81.98	8.33333
82	18.3333
82.02	15
82.04	10
82.06	11.6667
82.08	15
82.1	6.66667
82.12	11.6667
82.14	13.3333
82.16	10
82.18	11.6667
82.2	8.33333
82.22	6.66667
82.24	16.6667
82.26	10
82.28	13.3333
82.3	20
82.32	10
82.34	8.33333
82.36	13.3333
82.38	11.6667
82.4	11.6667
82.42	5
82.44	15
82.46	10
82.48	11.6667
82.5	6.66667
82.52	10
82.54	5
82.56	5
82.58	6.66667
82.6	0
82.62	11.6667
82.64	5
82.66	10
82.68	6.66667
82.7	8.33333
82.72	10
82.74	5
82.76	8.33333
82.78	1.66667
82.8	16.6667
82.82	1.66667
82.84	6.66667
82.86	11.6667
82.88	10
82.9	10
82.92	1.66667
82.94	18.3333
82.96	5
82.98	8.33333
83	13.3333
83.02	6.66667
83.04	10
83.06	10
83.08	5
83.1	6.66667
83.12	8.33333
83.14	6.66667
83.16	6.66667
83.18	8.33333
83.2	6.66667
83.22	5
83.24	15
83.26	15
83.28	6.66667
83.3	6.66667
83.32	6.66667
83.34	11.6667
83.36	10
83.38	11.6667
83.4	6.66667
83.42	6.66667
83.44	5
83.46	1.66667
83.48	8.33333
83.5	8.33333
83.52	5
83.54	13.3333
83.56	11.6667
83.58	8.33333
83.6	21.6667
83.62	11.6667
83.64	8.33333
83.66	10
83.68	8.33333
83.7	5
83.72	3.33333
83.74	13.3333
83.76	10
83.78	8.33333
83.8	10
83.82	0
83.84	6.66667
83.86	6.66667
83.88	10
83.9	5
83.92	8.33333
83.94	8.33333
83.96	3.33333
83.98	10
84	8.33333
84.02	6.66667
84.04	3.33333
84.06	10
84.08	8.33333
84.1	10
84.12	5
84.14	8.33333
84.16	6.66667
84.18	13.3333
84.2	16.6667
84.22	11.6667
84.24	8.33333
84.26	3.33333
84.28	6.66667
84.3	6.66667
84.32	3.33333
84.34	6.66667
84.36	6.66667
84.38	5
84.4	3.33333
84.42	1.66667
84.44	8.33333
84.46	5
84.48	3.33333
84.5	11.6667
84.52	6.66667
84.54	5
84.56	6.66667
84.58	6.66667
84.6	5
84.62	6.66667
84.64	5
84.66	6.66667
84.68	13.3333
84.7	11.6667
84.72	6.66667
84.74	8.33333
84.76	13.3333
84.78	6.66667
84.8	11.6667
84.82	6.66667
84.84	5
84.86	3.33333
84.88	5
84.9	8.33333
84.92	16.6667
84.94	6.66667
84.96	3.33333
84.98	11.6667
85	10
85.02	8.33333
85.04	11.6667
85.06	11.6667
85.08	10
85.1	6.66667
85.12	10
85.14	6.66667
85.16	11.6667
85.18	10
85.2	5
85.22	13.3333
85.24	13.3333
85.26	8.33333
85.28	5
85.3	5
85.32	15
85.34	10
85.36	10
85.38	5
85.4	15
85.42	16.6667
85.44	13.3333
85.46	18.3333
85.48	10
85.5	11.6667
85.52	6.66667
85.54	11.6667
85.56	11.6667
85.58	13.3333
85.6	10
85.62	18.3333
85.64	15
85.66	13.3333
85.68	16.6667
85.7	13.3333
85.72	21.6667
85.74	16.6667
85.76	15
85.78	18.3333
85.8	26.6667
85.82	23.3333
85.84	13.3333
85.86	11.6667
85.88	15
85.9	20
85.92	8.33333
85.94	16.6667
85.96	20
85.98	25
86	21.6667
86.02	25
86.04	21.6667
86.06	28.3333
86.08	5
86.1	21.6667
86.12	25
86.14	21.6667
86.16	16.6667
86.18	10
86.2	18.3333
86.22	15
86.24	11.6667
86.26	21.6667
86.28	21.6667
86.3	20
86.32	11.6667
86.34	23.3333
86.36	15
86.38	13.3333
86.4	15
86.42	28.3333
86.44	20
86.46	6.66667
86.48	20
86.5	11.6667
86.52	18.3333
86.54	13.3333
86.56	8.33333
86.58	13.3333
86.6	10
86.62	10
86.64	15
86.66	3.33333
86.68	13.3333
86.7	13.3333
86.72	8.33333
86.74	3.33333
86.76	10
86.78	20
86.8	5
86.82	20
86.84	6.66667
86.86	6.66667
86.88	5
86.9	11.6667
86.92	6.66667
86.94	3.33333
86.96	10
86.98	15
87	10
87.02	5
87.04	6.66667
87.06	8.33333
87.08	10
87.1	3.33333
87.12	10
87.14	11.6667
87.16	1.66667
87.18	8.33333
87.2	11.6667
87.22	6.66667
87.24	8.33333
87.26	3.33333
87.28	1.66667
87.3	8.33333
87.32	6.66667
87.34	10
87.36	6.66667
87.38	6.66667
87.4	8.33333
87.42	3.33333
87.44	5
87.46	1.66667
87.48	10
87.5	1.66667
87.52	6.66667
87.54	6.66667
87.56	5
87.58	15
87.6	3.33333
87.62	8.33333
87.64	11.6667
87.66	11.6667
87.68	3.33333
87.7	13.3333
87.72	3.33333
87.74	8.33333
87.76	5
87.78	10
87.8	1.66667
87.82	8.33333
87.84	3.33333
87.86	6.66667
87.88	8.33333
87.9	3.33333
87.92	5
87.94	10
87.96	8.33333
87.98	3.33333
88	6.66667
88.02	3.33333
88.04	8.33333
88.06	0
88.08	6.66667
88.1	6.66667
88.12	8.33333
88.14	6.66667
88.16	6.66667
88.18	6.66667
88.2	6.66667
88.22	3.33333
88.24	11.6667
88.26	8.33333
88.28	11.6667
88.3	18.3333
88.32	3.33333
88.34	10
88.36	3.33333
88.38	5
88.4	15
88.42	5
88.44	1.66667
88.46	6.66667
88.48	8.33333
88.5	6.66667
88.52	1.66667
88.54	6.66667
88.56	5
88.58	5
88.6	5
88.62	6.66667
88.64	5
88.66	1.66667
88.68	10
88.7	5
88.72	0
88.74	5
88.76	11.6667
88.78	8.33333
88.8	10
88.82	5
88.84	1.66667
88.86	8.33333
88.88	5
88.9	8.33333
88.92	5
88.94	1.66667
88.96	5
88.98	10
89	15
89.02	3.33333
89.04	13.3333
89.06	3.33333
89.08	10
89.1	5
89.12	6.66667
89.14	3.33333
89.16	5
89.18	11.6667
89.2	8.33333
89.22	10
89.24	5
89.26	10
89.28	10
89.3	6.66667
89.32	6.66667
89.34	10
89.36	1.66667
89.38	6.66667
89.4	3.33333
89.42	10
89.44	1.66667
89.46	13.3333
89.48	1.66667
89.5	10
89.52	1.66667
89.54	15
89.56	5
89.58	6.66667
89.6	5
89.62	6.66667
89.64	5
89.66	5
89.68	8.33333
89.7	8.33333
89.72	3.33333
89.74	11.6667
89.76	8.33333
89.78	3.33333
89.8	6.66667
89.82	6.66667
89.84	8.33333
89.86	3.33333
89.88	5
89.9	3.33333
89.92	8.33333
89.94	5
89.96	13.3333
89.98	8.33333
90	5
